SURVEYJOBIDPK,SDSID,SDSFEATURENAME,SDSFEATUREDESCRIPTION,SDSMETADATAID,MEDIAIDFK,SURVEYTYPE,SURVEY_YEAR,DATE_START,DATE_END,DN_RIV_MIL,UP_RIV_MIL,RIVER,POOL,SURVEY_VESSEL,SURVEY_LOCATION,DATA_DENSITY,WATER_SURFACE,WS_DATUM,STAGE,LOL_SURFACE,LABOR_SOURCE,PLOT_LINK,POINT_COUNT,Z_MIN,Z_MAX,Z_MEAN,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE
MVRIWLA_10421057_97A,,,,,,conditional,1997,19970625,19970625,104.2,105.7,Illinois_Waterway,LA,,CHANNEL,,,NGVD 29,,429,Hired_Labor,,7262,-15.69,2.95,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRIWLA_12171231_97A,,,,,,conditional,1997,19970708,19970708,121.7,123.1,Illinois_Waterway,LA,,CHANNEL,,,NGVD 29,,429,Hired_Labor,,7392,-19.07,-0.57,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRIWLA_12461260_97A,,,,,,conditional,1997,19970708,19970708,124.6,126,Illinois_Waterway,LA,,CHANNEL,,,NGVD 29,,429,Hired_Labor,,4162,-19.6,0.89,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRIWLA_12601274_97A,,,,,,conditional,1997,19970708,19970708,126,127.4,Illinois_Waterway,LA,,CHANNEL,,,NGVD 29,,429,Hired_Labor,,6626,-17.97,0.63,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRIWLA_12741289_97A,,,,,,conditional,1997,19970708,19970708,127.4,128.9,Illinois_Waterway,LA,,CHANNEL,,,NGVD 29,,429,Hired_Labor,,6298,-18.84,0.35,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRIWLA_12891303_97A,,,,,,conditional,1997,19970708,19970708,128.9,130.3,Illinois_Waterway,LA,,CHANNEL,,,NGVD 29,,429,Hired_Labor,,5213,-16.43,0.78,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRIWLA_13031317_97A,,,,,,conditional,1997,19970708,19970708,130.3,131.7,Illinois_Waterway,LA,,CHANNEL,,,NGVD 29,,429,Hired_Labor,,5198,-13.7,0.99,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRUM16_48004810_18A,,Credit Island,,,,conditional,2018,20180730,20180730,480,481,Mississippi_River,16,DUBUQUE,CHANNEL,100,551.6,MSL 1912,6.6,545,Hired_Labor,,52738,-18.72,-5.36,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRUM16_46884698_18A,,Montpelier Upper,,,,conditional,2018,20180731,20180731,468.8,469.8,Mississippi_River,16,COOT,CHANNEL,200,548,MSL 1912,3,545,Hired_Labor,,6062,-17.43,-2.3,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRUM16_46884698_18B,,Montpelier Upper,,,,conditional,2018,20180830,20180830,468.8,469.8,Mississippi_River,16,COOT,CHANNEL,100,547.4,MSL 1912,2.4,545,Hired_Labor,,7377,-17.39,-7.82,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRUM16_48224830_18B,,Lock 15 Lower Approach,,,,conditional,2018,20180906,20180906,482.2,483,Mississippi_River,16,DUBUQUE,CHANNEL,100,557.4,MSL 1912,12.4,545,Hired_Labor,,46149,-18.6,0.43,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRUM16_46904696_18C,,Montpelier Upper,,,,conditional,2018,20180924,20180924,469,469.6,Mississippi_River,16,COOT,CHANNEL,100,550.4,MSL 1912,5.4,545,Hired_Labor,,7522,-16.28,-3.63,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRUM16_47184733_18A,,Buffalo,,,,conditional,2018,20180924,20180924,471.8,473.3,Mississippi_River,16,COOT,CHANNEL,100,551.7,MSL 1912,6.7,545,Hired_Labor,,17087,-19,-2.26,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRUM20_35233534_18A,,Gregory Landing,,,,conditional,2018,20180925,20180925,352.3,353.4,Mississippi_River,20,HOLLING,CHANNEL,200,486.3,MSL 1912,-7.2,479.1,Hired_Labor,,11919,-24.34,-5.63,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRUM20_34833496_18C,,Buzzard Island,,,,conditional,2018,20180926,20180926,348.3,349.6,Mississippi_River,20,HOLLING,CHANNEL,200,483,MSL 1912,-6.1,476.9,Hired_Labor,,14529,-25.08,-2.71,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRUM20_35103523_18B,,Lifer's Light to Gregory Lower,,,,conditional,2018,20180926,20180926,351,352.3,Mississippi_River,20,HOLLING,CHANNEL,200,486.1,MSL 1912,-7.2,478.9,Hired_Labor,,13975,-28.27,-2.51,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRUM20_34323447_18C,,Lock 20 Upper to Brownsville Island,,,,conditional,2018,20180927,20180927,343.2,344.7,Mississippi_River,20,HOLLING,CHANNEL,200,483,MSL 1912,-6.1,476.9,Hired_Labor,,17354,-34.31,0.11,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRUM20_36063616_18E,,Des Moines River,,,,conditional,2018,20181106,20181106,360.6,361.6,Mississippi_River,20,COOT,CHANNEL,100,489.7,MSL 1912,-10,518.2,Hired_Labor,,7908,-25.65,-0.41,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRUM20_34323447_18D,,Lock 20 Upper to Brownsville Island,,,,conditional,2018,20181111,20181111,343.2,344.7,Mississippi_River,20,DUBUQUE,CHANNEL,100,482.8,MSL 1912,-6,476.8,Hired_Labor,,71554,-38.12,-0.57,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRIWSR_24022412_18B,,Bull's Island,,,,conditional,2018,20180815,20180815,240.2,241.2,Illinois_Waterway,SR,CLARK,CHANNEL,5,459.1,NGVD 29,0.6,458.5,Hired_Labor,,50989,-15.37,-3.18,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRIWSR_24402444_18B,,Marseilles Lock Lower,,,,conditional,2018,20180829,20180829,244,244.4,Illinois_Waterway,SR,HOLLING,CHANNEL,2,459.9,NGVD 29,1.4,458.5,Hired_Labor,,52585,-23.23,-2.07,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRIWSR_24132417_18B,,Bull's Island Bend,,,,conditional,2018,20180905,20180905,241.3,241.7,Illinois_Waterway,SR,HOLLING,CHANNEL,2,459.8,NGVD 29,1.3,458.5,Hired_Labor,,45022,-14.53,-2.59,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRUM11_59605960_97A,,Closing Dam 595.8L,,,,conditional,1997,19970320,19970320,596,596,Mississippi_River,11,,PERIPHERAL,,,MSL 1912,,603,Hired_Labor,,12038,-32.4,-1,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRIWLA_11741188_97A,,,,,,conditional,1997,19970709,19970709,117.4,118.8,Illinois_Waterway,LA,,CHANNEL,,,NGVD 29,,429,Hired_Labor,,7254,-16.23,-0.27,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRIWLA_11881202_97A,,,,,,conditional,1997,19970709,19970709,118.8,120.2,Illinois_Waterway,LA,,CHANNEL,,,NGVD 29,,429,Hired_Labor,,6209,-17.6,-0.52,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRIWLA_12021217_97A,,,,,,conditional,1997,19970709,19970709,120.2,121.7,Illinois_Waterway,LA,,CHANNEL,,,NGVD 29,,429,Hired_Labor,,6263,-17.74,0.28,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRIWLA_12311246_97A,,,,,,conditional,1997,19970709,19970709,123.1,124.6,Illinois_Waterway,LA,,CHANNEL,,,NGVD 29,,429,Hired_Labor,,5702,-19.15,0.25,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRIWLA_13641368_97C,,,,,,conditional,1997,19971007,19971007,136.4,136.8,Illinois_Waterway,LA,,CHANNEL,,,NGVD 29,,429,Hired_Labor,,8885,-18.6,-1.8,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRIWLA_08760889_97C,,,,,,conditional,1997,19971008,19971008,87.6,88.9,Illinois_Waterway,LA,,CHANNEL,,,NGVD 29,,429,Hired_Labor,,7416,-21.5,-2,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRIWLA_13601374_97D,,,,,,conditional,1997,19971024,19971024,136,137.4,Illinois_Waterway,LA,,CHANNEL,,,NGVD 29,,429,Hired_Labor,,6017,-18.5,-0.9,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRUM16_47504765_18B,,Linwood,,,,conditional,2018,20180924,20180924,475,476.5,Mississippi_River,16,COOT,CHANNEL,100,552.7,MSL 1912,7.7,545,Hired_Labor,,11688,-14.37,-3.36,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRUM16_48104822_18B,,Crescent Bridge,,,,conditional,2018,20180925,20180925,481,482.2,Mississippi_River,16,COOT,CHANNEL,200,554.2,MSL 1912,9.2,545,Hired_Labor,,13380,-14.93,2.62,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRUM16_46904696_18D,,Montpelier Upper,,,,conditional,2018,20181030,20181030,469,469.6,Mississippi_River,16,COOT,CHANNEL,100,551.5,MSL 1912,6.5,545,Hired_Labor,,7972,-16.25,-2.06,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRUM16_47184733_18B,,Buffalo,,,,conditional,2018,20181030,20181030,471.8,473.3,Mississippi_River,16,COOT,CHANNEL,100,552.9,MSL 1912,7.9,545,Hired_Labor,,19916,-19.45,-0.41,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRUM20_34833496_18D,,Buzzard Island,,,,conditional,2018,20181111,20181111,348.3,349.6,Mississippi_River,20,DUBUQUE,CHANNEL,100,484.6,MSL 1912,-7,477.6,Hired_Labor,,68449,-24.58,-3.81,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRUM21_33073325_18A,,Hogback,,,,conditional,2018,20180425,20180425,330.7,332.5,Mississippi_River,21,HINDS,CHANNEL,200,473.8,MSL 1912,3.8,470,Hired_Labor,,28776,-28.67,-3.25,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRUM21_33523367_18A,,Lagrange,,,,conditional,2018,20180425,20180425,335.2,336.7,Mississippi_River,21,HINDS,CHANNEL,200,475.8,MSL 1912,5.8,470,Hired_Labor,,34754,-26.86,0.45,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRUM21_33673376_18A,,Howard's Crossing,,,,conditional,2018,20180425,20180425,336.7,337.6,Mississippi_River,21,HINDS,CHANNEL,200,476.2,MSL 1912,6.2,470,Hired_Labor,,17074,-21.65,-3.45,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRUM11_58935894_97A,,,,,,conditional,1997,19970423,19970423,589.3,589.4,Mississippi_River,11,,CHANNEL,,,MSL 1912,,603,Hired_Labor,,3555,-30.1,-0.9,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRUM11_59165920_97A,,,,,,conditional,1997,19970423,19970423,591.6,592,Mississippi_River,11,,CHANNEL,,,MSL 1912,,603,Hired_Labor,,6152,-28,2.9,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRUM11_59235830_97A,,,,,,conditional,1997,19970424,19970424,592.3,583,Mississippi_River,11,,CHANNEL,,,MSL 1912,,603,Hired_Labor,,2677,-30.6,-1,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRUM11_60806094_97A,,,,,,conditional,1997,19970508,19970508,608,609.4,Mississippi_River,11,,CHANNEL,,,MSL 1912,,603,Hired_Labor,,12350,-30.68,4.26,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRUM11_60946110_97A,,,,,,conditional,1997,19970508,19970508,609.4,611,Mississippi_River,11,,CHANNEL,,,MSL 1912,,603,Hired_Labor,,21097,-44.59,4.33,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRUM11_59605970_97A,,,,,,conditional,1997,19970512,19970512,596,597,Mississippi_River,11,,CHANNEL,,,MSL 1912,,603,Hired_Labor,,4311,-29.69,-6.79,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRUM11_60806094_97B,,,,,,conditional,1997,19970708,19970708,608,609.4,Mississippi_River,11,,CHANNEL,,,MSL 1912,,603,Hired_Labor,,12396,-32.44,1.46,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRIWPE_17931793_97A,,East Channel,,,,conditional,1977,19771008,19771008,179.3,179.3,Illinois_Waterway,PE,,PERIPHERAL,,,NGVD 29,,440,Hired_Labor,,5076,-14.4,0.4,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRIWPE_21542161_97B,,,,,,conditional,1997,19970714,19970714,215.4,216.1,Illinois_Waterway,PE,,CHANNEL,,,NGVD 29,,440,Hired_Labor,,11683,-21.3,-1.7,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRIWMA_25002506_97A,,,,,,conditional,1997,19970730,19970730,250,250.6,Illinois_Waterway,MA,,CHANNEL,,,NGVD 29,,482.8,Hired_Labor,,2508,-21.2,-3.23,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRIWMA_25062510_97A,,,,,,conditional,1997,19970730,19970730,250.6,251,Illinois_Waterway,MA,,CHANNEL,,,NGVD 29,,482.8,Hired_Labor,,2112,-19.54,-3.33,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRIWMA_24702470_97A,,,,,,conditional,1997,19970923,19970923,247,247,Illinois_Waterway,MA,,CHANNEL,,,NGVD 29,,482.8,Hired_Labor,,2811,-25.1,-9.2,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRIWMA_26952701_97A,,,,,,conditional,1997,19970930,19970930,269.5,270.1,Illinois_Waterway,MA,,CHANNEL,,,NGVD 29,,482.8,Hired_Labor,,2087,-14.52,-1.21,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRIWMA_26952707_97A,,,,,,conditional,1997,19970930,19970930,269.5,270.7,Illinois_Waterway,MA,,CHANNEL,,,NGVD 29,,482.8,Hired_Labor,,1429,-14.88,-3.68,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRIWMA_24712476_97A,,,,,,conditional,1997,19970416,19970416,247.1,247.6,Illinois_Waterway,MA,,CHANNEL,,,NGVD 29,,482.8,Hired_Labor,,4007,-16.9,-4,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRIWMA_24762482_97A,,,,,,conditional,1997,19970416,19970416,247.6,248.2,Illinois_Waterway,MA,,CHANNEL,,,NGVD 29,,482.8,Hired_Labor,,3062,-17.28,-3.28,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRUM17_44704480_18A,,Bass Island,,,,conditional,2018,20180801,20180801,447,448,Mississippi_River,17,DUBUQUE,CHANNEL,200,539.3,MSL 1912,2.8,536,Hired_Labor,,52138,-22.4,-5.21,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRUM17_45614571_18A,,Lock 16 Lower Approach,,,,conditional,2018,20180801,20180801,456.1,457.1,Mississippi_River,17,DUBUQUE,CHANNEL,200,541.7,MSL 1912,5.3,536,Hired_Labor,,42007,-24.58,-1.97,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRUM21_32723277_18A,,Quincy Bay,,,,conditional,2018,20180501,20180501,327.2,327.7,Mississippi_River,21,HINDS,CHANNEL,200,472.2,MSL 1912,2.2,470,Hired_Labor,,9555,-34.37,-4.99,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRUM21_33763384_18A,,Howard's Crossing,,,,conditional,2018,20180501,20180501,337.6,338.4,Mississippi_River,21,HINDS,CHANNEL,200,477.6,MSL 1912,7.6,470,Hired_Labor,,11715,-26.24,0.88,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRUM21_33053313_18B,,Hogback,,,,conditional,2018,20180604,20180604,330.5,331.3,Mississippi_River,21,COOT,CHANNEL,100,472.9,MSL 1912,2.9,470,Hired_Labor,,7778,-27.3,-2.4,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRUM22_32483249_18A,,Lock 21 Lower Aux,,,,beforeDredging,2018,20180702,20180702,324.8,324.9,Mississippi_River,22,COOT,LOCK_DAM,25,475.8,MSL 1912,16.3,459.5,Hired_Labor,,960,-19.4,4.6,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRUM21_32493250_18A,,Lock 21 Upper Aux,,,,beforeDredging,2018,20180702,20180702,324.9,325,Mississippi_River,21,COOT,LOCK_DAM,25,476.3,MSL 1912,6.3,470,Hired_Labor,,890,-26.4,-9,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRUM21_32723277_18B,,Quincy Bay,,,,conditional,2018,20180809,20180809,327.2,327.7,Mississippi_River,21,DUBUQUE,CHANNEL,100,470,MSL 1912,0.8,470,Hired_Labor,,24323,-28.35,-3.12,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRUM11_60946110_97B,,,,,,conditional,1997,19970708,19970708,609.4,611,Mississippi_River,11,,CHANNEL,,,MSL 1912,,603,Hired_Labor,,11434,-45.4,0.98,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRUM11_59705985_97A,,,,,,conditional,1997,19970709,19970709,597,598.5,Mississippi_River,11,,CHANNEL,,,MSL 1912,,603,Hired_Labor,,9212,-29.2,-1.96,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRUM11_61106126_97A,,,,,,conditional,1997,19970709,19970709,611,612.6,Mississippi_River,11,,CHANNEL,,,MSL 1912,,603,Hired_Labor,,10409,-32.31,1.73,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRUM11_59565964_97A,,,,,,conditional,1997,19970925,19970925,595.6,596.4,Mississippi_River,11,,CHANNEL,,,MSL 1912,,603,Hired_Labor,,6125,-19.12,-4.07,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRUM11_59455955_97A,,,,,,conditional,1997,19970930,19970930,594.5,595.5,Mississippi_River,11,,CHANNEL,,,MSL 1912,,603,Hired_Labor,,7326,-25.97,-2.6,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRUM12_56705690_97A,,,,,,conditional,1997,19970423,19970423,567,569,Mississippi_River,12,,CHANNEL,,,MSL 1912,,592,Hired_Labor,,6643,-23.37,-2.13,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRUM12_56005607_97A,,,,,,conditional,1997,19970722,19970722,560,560.7,Mississippi_River,12,,CHANNEL,,,MSL 1912,,592,Hired_Labor,,5281,-28.5,-1.42,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRIWMA_24822489_97A,,,,,,conditional,1997,19970416,19970416,248.2,248.9,Illinois_Waterway,MA,,CHANNEL,,,NGVD 29,,482.8,Hired_Labor,,3190,-15.74,-2.73,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRIWMA_24893000_97A,,,,,,conditional,1997,19970416,19970416,248.9,300,Illinois_Waterway,MA,,CHANNEL,,,NGVD 29,,482.8,Hired_Labor,,3406,-14.27,-2.58,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRIWMA_24952500_97A,,,,,,conditional,1997,19970416,19970416,249.5,250,Illinois_Waterway,MA,,CHANNEL,,,NGVD 29,,482.8,Hired_Labor,,2808,-16.03,-2.35,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRUM13_53935413_97A,,,,,,conditional,1997,19970701,19970701,539.3,541.3,Mississippi_River,13,,CHANNEL,,,MSL 1912,,583,Hired_Labor,,18621,-63.38,-0.46,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRUM13_53915391_97A,,,,,,conditional,1997,19970327,19970327,539.1,539.1,Mississippi_River,13,,CHANNEL,,,MSL 1912,,583,Hired_Labor,,8907,-42,0.9,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRUM17_44704480_18B,,Bass Island,,,,conditional,2018,20180924,20180924,447,448,Mississippi_River,17,DUBUQUE,CHANNEL,100,543.6,MSL 1912,7.6,536,Hired_Labor,,50723,-22.07,-5.07,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRUM17_45614571_18B,,Lock 16 Lower Approach,,,,conditional,2018,20180924,20180924,456.1,457.1,Mississippi_River,17,DUBUQUE,CHANNEL,100,454.6,MSL 1912,9.6,536,Hired_Labor,,54157,-35.64,0.64,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRUM17_44704480_18C,,Bass Island,,,,conditional,2018,20181101,20181101,447,448,Mississippi_River,17,DUBUQUE,CHANNEL,100,544.8,MSL 1912,8.8,536,Hired_Labor,,74413,-21.37,-0.53,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRUM21_33673384_18B,,Howard's Crossing,,,,conditional,2018,20180809,20180809,336.7,338.4,Mississippi_River,21,DUBUQUE,CHANNEL,100,474.7,MSL 1912,4.7,470,Hired_Labor,,70851,-22.2,-5.38,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRUM21_33073325_18C,,Hogback,,,,beforeDredging,2018,20180815,20180815,330.7,332.5,Mississippi_River,21,COOT,CHANNEL,100,472.1,MSL 1912,2.1,470,Hired_Labor,,13056,-29.08,-4,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRUM21_33533367_18B,,Lagrange,,,,conditional,2018,20180815,20180815,335.3,336.7,Mississippi_River,21,COOT,CHANNEL,100,473.5,MSL 1912,3.5,470,Hired_Labor,,10052,-22.46,-6.5,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRUM21_33073325_18D,,Hogback,,,,conditional,2018,20180827,20180827,330.7,332.5,Mississippi_River,21,COOT,CHANNEL,100,472.2,MSL 1912,2.2,470,Hired_Labor,,34492,-27.76,-0.2,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRUM21_32723277_18C,,Quincy Bay,,,,conditional,2018,20180925,20180925,327.2,327.7,Mississippi_River,21,COOT,CHANNEL,200,474.4,MSL 1912,4.4,470,Hired_Labor,,5363,-29,-4.13,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRUM21_33083327_18E,,Hogback,,,,conditional,2018,20180926,20180926,330.8,332.7,Mississippi_River,21,COOT,CHANNEL,100,476.9,MSL 1912,6.9,470,Hired_Labor,,43669,-26.85,1.46,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRUM21_33533367_18C,,Lagrange,,,,conditional,2018,20181002,20181002,335.3,336.7,Mississippi_River,21,COOT,CHANNEL,200,480.1,MSL 1912,10.1,470,Hired_Labor,,29250,-22.24,-3.51,,B5ODTLHJ,2/21/2019 17:26,B5ODTLHJ,2/21/2019 17:26
MVRUM12_56085625_97A,,,,,,conditional,1997,19970722,19970722,560.8,562.5,Mississippi_River,12,,CHANNEL,,,MSL 1912,,592,Hired_Labor,,14410,-33.7,-2,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRUM12_56085625_97B,,,,,,conditional,1997,19970925,19970925,560.8,562.5,Mississippi_River,12,,CHANNEL,,,MSL 1912,,592,Hired_Labor,,14346,-38.9,-1.73,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRUM12_56805690_97B,,,,,,conditional,1997,19970930,19970930,568,569,Mississippi_River,12,,CHANNEL,,,MSL 1912,,592,Hired_Labor,,8419,-22.71,-2.89,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRUM12_56045604_97A,,Wing Dam 32,,,,conditional,1997,19971001,19971001,560.4,560.4,Mississippi_River,12,,PERIPHERAL,,,MSL 1912,,592,Hired_Labor,,5577,-15.66,-2.46,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRUM12_56065606_97A,,Wing Dam 33,,,,conditional,1997,19971001,19971001,560.6,560.6,Mississippi_River,12,,PERIPHERAL,,,MSL 1912,,592,Hired_Labor,,6642,-18.95,-2.95,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRUM12_56085608_97A,,Wing Dam 34,,,,conditional,1997,19971001,19971001,560.8,560.8,Mississippi_River,12,,PERIPHERAL,,,MSL 1912,,592,Hired_Labor,,2746,-21.14,-3.24,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRUM12_56245624_97A,,Wing Dam 36,,,,conditional,1997,19971001,19971001,562.4,562.4,Mississippi_River,12,,PERIPHERAL,,,MSL 1912,,592,Hired_Labor,,2215,-34.78,-5.98,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRUM12_56165616_97A,,Closing Dam 47,,,,conditional,1997,19971002,19971002,561.6,561.6,Mississippi_River,12,,PERIPHERAL,,,MSL 1912,,592,Hired_Labor,,4416,-19.11,-2.61,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
MVRUM13_53355335_97A,,,,,,conditional,1997,19970924,19970924,533.5,533.5,Mississippi_River,13,,CHANNEL,,,MSL 1912,,583,Hired_Labor,,4645,-17.4,-2.9,,B5ODTLHJ,6/18/2019 19:37,B5ODTLHJ,6/18/2019 19:37
